dateTime, close
2013-01-02,146.06
2013-01-03,145.73
2013-01-04,146.37
2013-01-07,145.97
2013-01-08,145.55
2013-01-09,145.92
2013-01-10,147.08
2013-01-11,147.07
2013-01-14,146.97
2013-01-15,147.07
2013-01-16,147.05
2013-01-17,148
2013-01-18,148.33
2013-01-22,149.13
2013-01-23,149.37
2013-01-24,149.41
2013-01-25,150.25
2013-01-28,150.07
2013-01-29,150.66
2013-01-30,150.07
2013-01-31,149.7
2013-02-01,151.24
2013-02-04,149.54
2013-02-05,151.05
2013-02-06,151.16
2013-02-07,150.96
2013-02-08,151.8
2013-02-11,151.77
2013-02-12,152.02
2013-02-13,152.15
2013-02-14,152.29
2013-02-15,152.11
2013-02-19,153.25
2013-02-20,151.34
2013-02-21,150.42
2013-02-22,151.89
2013-02-25,149
2013-02-26,150.02
2013-02-27,151.91
2013-02-28,151.61
2013-03-01,152.11
2013-03-04,152.92
2013-03-05,154.29
2013-03-06,154.5
2013-03-07,154.78
2013-03-08,155.44
2013-03-11,156.03
2013-03-12,155.68
2013-03-13,155.9
2013-03-14,156.73
2013-03-15,155.83
2013-03-18,154.97
2013-03-19,154.61
2013-03-20,155.69
2013-03-21,154.36
2013-03-22,155.6
2013-03-25,154.95
2013-03-26,156.19
2013-03-27,156.19
2013-03-28,156.67
2013-04-01,156.05
2013-04-02,156.82
2013-04-03,155.23
2013-04-04,155.86
2013-04-05,155.16
2013-04-08,156.21
2013-04-09,156.75
2013-04-10,158.67
2013-04-11,159.19
2013-04-12,158.8
2013-04-15,155.12
2013-04-16,157.41
2013-04-17,155.11
2013-04-18,154.14
2013-04-19,155.48
2013-04-22,156.17
2013-04-23,157.78
2013-04-24,157.88
2013-04-25,158.52
2013-04-26,158.24
2013-04-29,159.3
2013-04-30,159.68
2013-05-01,158.28
2013-05-02,159.75
2013-05-03,161.37
2013-05-06,161.78
2013-05-07,162.6
2013-05-08,163.34
2013-05-09,162.88
2013-05-10,163.41
2013-05-13,163.54
2013-05-14,165.23
2013-05-15,166.12
2013-05-16,165.34
2013-05-17,166.94
2013-05-20,166.93
2013-05-21,167.17
2013-05-22,165.93
2013-05-23,165.45
2013-05-24,165.31
2013-05-28,166.3
2013-05-29,165.22
2013-05-30,165.83
2013-05-31,163.44
2013-06-03,164.35
2013-06-04,163.56
2013-06-05,161.27
2013-06-06,162.73
2013-06-07,164.8
2013-06-10,164.8
2013-06-11,163.1
2013-06-12,161.75
2013-06-13,164.21
2013-06-14,163.18
2013-06-17,164.44
2013-06-18,165.74
2013-06-19,163.45
2013-06-20,159.4
2013-06-21,159.07
2013-06-24,157.06
2013-06-25,158.58
2013-06-26,160.14
2013-06-27,161.08
2013-06-28,160.42
2013-07-01,161.36
2013-07-02,161.21
2013-07-03,161.28
2013-07-05,163.02
2013-07-08,163.94
2013-07-09,165.13
2013-07-10,165.19
2013-07-11,167.44
2013-07-12,167.51
2013-07-15,168.16
2013-07-16,167.52
2013-07-17,167.95
2013-07-18,168.87
2013-07-19,169.17
2013-07-22,169.5
2013-07-23,169.14
2013-07-24,168.52
2013-07-25,168.93
2013-07-26,169.11
2013-07-29,168.59
2013-07-30,168.59
2013-07-31,168.71
2013-08-01,170.66
2013-08-02,170.95
2013-08-05,170.7
2013-08-06,169.73
2013-08-07,169.18
2013-08-08,169.8
2013-08-09,169.31
2013-08-12,169.11
2013-08-13,169.61
2013-08-14,168.74
2013-08-15,166.38
2013-08-16,165.83
2013-08-19,164.77
2013-08-20,165.58
2013-08-21,164.56
2013-08-22,166.06
2013-08-23,166.62
2013-08-26,166
2013-08-27,163.33
2013-08-28,163.91
2013-08-29,164.17
2013-08-30,163.65
2013-09-03,164.39
2013-09-04,165.75
2013-09-05,165.96
2013-09-06,166.04
2013-09-09,167.63
2013-09-10,168.87
2013-09-11,169.4
2013-09-12,168.95
2013-09-13,169.33
2013-09-16,170.31
2013-09-17,171.07
2013-09-18,173.05
2013-09-19,172.76
2013-09-20,170.72
2013-09-23,169.93
2013-09-24,169.53
2013-09-25,169.04
2013-09-26,169.69
2013-09-27,168.91
2013-09-30,168.01
2013-10-01,169.34
2013-10-02,169.18
2013-10-03,167.62
2013-10-04,168.89
2013-10-07,167.43
2013-10-08,165.48
2013-10-09,165.6
2013-10-10,169.17
2013-10-11,170.26
2013-10-14,170.94
2013-10-15,169.7
2013-10-16,172.07
2013-10-17,173.22
2013-10-18,174.39
2013-10-21,174.4
2013-10-22,175.41
2013-10-23,174.57
2013-10-24,175.15
2013-10-25,175.95
2013-10-28,176.23
2013-10-29,177.17
2013-10-30,176.29
2013-10-31,175.79
2013-11-01,176.21
2013-11-04,176.83
2013-11-05,176.27
2013-11-06,177.17
2013-11-07,174.93
2013-11-08,177.29
2013-11-11,177.32
2013-11-12,176.96
2013-11-13,178.38
2013-11-14,179.27
2013-11-15,180.05
2013-11-18,179.42
2013-11-19,179.03
2013-11-20,178.47
2013-11-21,179.91
2013-11-22,180.81
2013-11-25,180.63
2013-11-26,180.68
2013-11-27,181.12
2013-11-29,181
2013-12-02,180.53
2013-12-03,179.75
2013-12-04,179.73
2013-12-05,178.94
2013-12-06,180.94
2013-12-09,181.4
2013-12-10,180.75
2013-12-11,178.72
2013-12-12,178.13
2013-12-13,178.11
2013-12-16,179.22
2013-12-17,178.65
2013-12-18,181.7
2013-12-19,181.49
2013-12-20,181.56
2013-12-23,182.53
2013-12-24,182.93
2013-12-26,183.86
2013-12-27,183.84
2013-12-30,183.82
2013-12-31,184.69
2014-01-02,182.92
2014-01-03,182.88
2014-01-06,182.36
2014-01-07,183.48
2014-01-08,183.52
2014-01-09,183.64
2014-01-10,184.14
2014-01-13,181.68
2014-01-14,183.67
2014-01-15,184.66
2014-01-16,184.42
2014-01-17,183.64
2014-01-21,184.18
2014-01-22,184.3
2014-01-23,182.79
2014-01-24,178.89
2014-01-27,178.01
2014-01-28,179.07
2014-01-29,177.35
2014-01-30,179.23
2014-01-31,178.18
2014-02-03,174.17
