dateTime, close
2013-01-02,78.43
2013-01-03,77.44
2013-01-04,75.29
2013-01-07,74.8
2013-01-08,75.04
2013-01-09,73.87
2013-01-10,74.79
2013-01-11,74.33
2013-01-14,71.68
2013-01-15,69.42
2013-01-16,72.3
2013-01-17,71.81
2013-01-18,71.43
2013-01-22,72.11
2013-01-23,73.43
2013-01-24,64.36
2013-01-25,62.84
2013-01-28,64.26
2013-01-29,65.47
2013-01-30,65.26
2013-01-31,65.07
2013-02-01,64.8
2013-02-04,63.19
2013-02-05,65.41
2013-02-06,65.34
2013-02-07,66.89
2013-02-08,67.85
2013-02-11,68.56
2013-02-12,66.84
2013-02-13,66.72
2013-02-14,66.66
2013-02-15,65.74
2013-02-19,65.71
2013-02-20,64.12
2013-02-21,63.72
2013-02-22,64.4
2013-02-25,63.26
2013-02-26,64.14
2013-02-27,63.51
2013-02-28,63.06
2013-03-01,61.5
2013-03-04,60.01
2013-03-05,61.59
2013-03-06,60.81
2013-03-07,61.51
2013-03-08,61.67
2013-03-11,62.55
2013-03-12,61.2
2013-03-13,61.19
2013-03-14,61.79
2013-03-15,63.38
2013-03-18,65.1
2013-03-19,64.93
2013-03-20,64.58
2013-03-21,64.68
2013-03-22,65.99
2013-03-25,66.23
2013-03-26,65.88
2013-03-27,64.58
2013-03-28,63.24
2013-04-01,61.27
2013-04-02,61.4
2013-04-03,61.71
2013-04-04,61.1
2013-04-05,60.46
2013-04-08,60.89
2013-04-09,61
2013-04-10,62.24
2013-04-11,62.05
2013-04-12,61.4
2013-04-15,59.98
2013-04-16,60.89
2013-04-17,57.54
2013-04-18,56.01
2013-04-19,55.79
2013-04-22,56.95
2013-04-23,58.02
2013-04-24,57.92
2013-04-25,58.34
2013-04-26,59.6
2013-04-29,61.45
2013-04-30,63.25
2013-05-01,62.76
2013-05-02,63.65
2013-05-03,64.28
2013-05-06,65.82
2013-05-07,65.52
2013-05-08,66.26
2013-05-09,65.25
2013-05-10,64.71
2013-05-13,64.96
2013-05-14,63.41
2013-05-15,61.26
2013-05-16,62.08
2013-05-17,61.89
2013-05-20,63.28
2013-05-21,62.81
2013-05-22,63.05
