dateTime, mid, bid, ask, logdiffmid, logdiffbid, logdiffask, low, high
2011-11-23 02:00:00, 1.34708, 1.34703, 1.34713, 0.0014099999999999113, 0.0014099999999999113, 0.0014099999999999113, 1.34556, 1.34734
2011-11-23 02:30:00, 1.34672, 1.34667, 1.34677, -3.60000000000138E-4, -3.5999999999991594E-4, -3.5999999999991594E-4, 1.34606, 1.34795
2011-11-23 03:00:00, 1.34517, 1.34512, 1.34522, -0.0015499999999999403, -0.0015499999999999403, -0.0015499999999999403, 1.34430, 1.34670
2011-11-23 03:30:00, 1.3458299999999999, 1.34578, 1.34588, 6.599999999998829E-4, 6.599999999998829E-4, 6.599999999998829E-4, 1.34384, 1.34631
2011-11-23 04:00:00, 1.3456100000000002, 1.34556, 1.34566, -2.199999999996649E-4, -2.1999999999988695E-4, -2.1999999999988695E-4, 1.34453, 1.34692
2011-11-23 04:30:00, 1.3449499999999999, 1.3449, 1.345, -6.60000000000327E-4, -6.60000000000105E-4, -6.60000000000105E-4, 1.34311, 1.34567
2011-11-23 05:00:00, 1.34471, 1.34466, 1.34476, -2.3999999999979593E-4, -2.4000000000001798E-4, -2.4000000000001798E-4, 1.34402, 1.34602
2011-11-23 05:30:00, 1.3377, 1.33765, 1.33775, -0.007010000000000183, -0.007009999999999961, -0.007009999999999961, 1.33740, 1.34568
2011-11-23 06:00:00, 1.33888, 1.33883, 1.33893, 0.001180000000000181, 0.0011799999999999589, 0.0011799999999999589, 1.33726, 1.33951
2011-11-23 06:30:00, 1.3394499999999998, 1.3394, 1.3395, 5.699999999997374E-4, 5.699999999999594E-4, 5.699999999999594E-4, 1.33755, 1.34018
2011-11-23 07:00:00, 1.3390499999999999, 1.339, 1.3391, -3.9999999999995595E-4, -3.9999999999995595E-4, -3.9999999999995595E-4, 1.33880, 1.34072
2011-11-23 07:30:00, 1.3377400000000002, 1.33769, 1.33779, -0.0013099999999997003, -0.0013099999999999223, -0.0013099999999999223, 1.33707, 1.34026
2011-11-23 08:00:00, 1.33868, 1.33863, 1.33873, 9.399999999999409E-4, 9.399999999999409E-4, 9.399999999999409E-4, 1.33723, 1.33888
2011-11-23 08:30:00, 1.33872, 1.33867, 1.33877, 3.999999999981796E-5, 4.0000000000040004E-5, 4.0000000000040004E-5, 1.33842, 1.34032
2011-11-23 09:00:00, 1.33902, 1.33897, 1.33907, 3.00000000000189E-4, 2.9999999999996696E-4, 2.9999999999996696E-4, 1.33826, 1.34031
2011-11-23 09:30:00, 1.34009, 1.34004, 1.3401399999999999, 0.0010699999999999044, 0.0010699999999999044, 0.0010699999999999044, 1.33860, 1.34123
2011-11-23 10:00:00, 1.33751, 1.33746, 1.33756, -0.0025800000000000267, -0.0025799999999998047, -0.0025799999999998047, 1.33732, 1.34035
2011-11-23 10:30:00, 1.3370600000000001, 1.33701, 1.33711, -4.499999999998394E-4, -4.5000000000006146E-4, -4.5000000000006146E-4, 1.33575, 1.33771
2011-11-23 11:00:00, 1.33495, 1.3349, 1.335, -0.0021100000000000563, -0.0021100000000000563, -0.0021100000000000563, 1.33460, 1.33716
2011-11-23 11:30:00, 1.33317, 1.33312, 1.33322, -0.0017800000000001148, -0.0017799999999998928, -0.0017799999999998928, 1.33259, 1.33594
2011-11-23 12:00:00, 1.33468, 1.33463, 1.33473, 0.0015100000000001224, 0.0015099999999999003, 0.0015099999999999003, 1.33276, 1.33517
2011-11-23 12:30:00, 1.3349700000000002, 1.33492, 1.33502, 2.900000000001235E-4, 2.900000000001235E-4, 2.900000000001235E-4, 1.33452, 1.33562
2011-11-23 13:00:00, 1.33628, 1.33623, 1.33633, 0.0013099999999997003, 0.0013099999999999223, 0.0013099999999999223, 1.33416, 1.33665
2011-11-23 13:30:00, 1.33594, 1.33589, 1.33599, -3.4000000000000696E-4, -3.4000000000000696E-4, -3.4000000000000696E-4, 1.33537, 1.33652
2011-11-23 14:00:00, 1.33317, 1.33312, 1.33322, -0.002769999999999939, -0.002769999999999939, -0.002769999999999939, 1.33287, 1.33608
2011-11-23 14:30:00, 1.3326699999999998, 1.33262, 1.33272, -5.00000000000167E-4, -5.00000000000167E-4, -5.00000000000167E-4, 1.33188, 1.33338
2011-11-23 15:00:00, 1.3326799999999999, 1.33263, 1.33273, 1.0000000000065512E-5, 1.0000000000065512E-5, 1.0000000000065512E-5, 1.33225, 1.33338
2011-11-23 15:30:00, 1.33426, 1.33421, 1.3343099999999999, 0.0015800000000001369, 0.0015799999999999148, 0.0015799999999999148, 1.33231, 1.33516
2011-11-23 16:00:00, 1.33365, 1.3336, 1.3336999999999999, -6.099999999999994E-4, -6.099999999999994E-4, -6.099999999999994E-4, 1.33346, 1.33600
2011-11-23 16:30:00, 1.33358, 1.33353, 1.33363, -7.00000000000145E-5, -6.999999999979245E-5, -6.999999999979245E-5, 1.33323, 1.33414
2011-11-23 17:00:00, 1.33411, 1.33406, 1.33416, 5.299999999999194E-4, 5.299999999999194E-4, 5.299999999999194E-4, 1.33350, 1.33465
2011-11-23 17:30:00, 1.33475, 1.3347, 1.3348, 6.40000000000196E-4, 6.399999999999739E-4, 6.399999999999739E-4, 1.33377, 1.33505
2011-11-23 18:00:00, 1.3345500000000001, 1.3345, 1.3346, -1.9999999999997797E-4, -1.9999999999997797E-4, -1.9999999999997797E-4, 1.33428, 1.33481
2011-11-23 18:30:00, 1.3351899999999999, 1.33514, 1.33524, 6.399999999997519E-4, 6.399999999999739E-4, 6.399999999999739E-4, 1.33394, 1.33530
2011-11-23 19:00:00, 1.33434, 1.33429, 1.33439, -8.499999999997954E-4, -8.500000000000174E-4, -8.500000000000174E-4, 1.33423, 1.33559
2011-11-23 19:30:00, 1.3362500000000002, 1.3362, 1.3363, 0.0019100000000000783, 0.0019100000000000783, 0.0019100000000000783, 1.33414, 1.33630
2011-11-23 20:00:00, 1.3359899999999998, 1.33594, 1.33604, -2.6000000000037105E-4, -2.60000000000149E-4, -2.60000000000149E-4, 1.33510, 1.33625
2011-11-23 20:30:00, 1.33631, 1.33626, 1.33636, 3.2000000000032003E-4, 3.20000000000098E-4, 3.20000000000098E-4, 1.33580, 1.33667
2011-11-23 21:00:00, 1.33649, 1.33644, 1.33654, 1.7999999999984695E-4, 1.80000000000069E-4, 1.80000000000069E-4, 1.33609, 1.33679
2011-11-23 21:30:00, 1.33739, 1.33734, 1.33744, 9.000000000001229E-4, 8.999999999999009E-4, 8.999999999999009E-4, 1.33604, 1.33748
2011-11-23 22:00:00, 1.33751, 1.33746, 1.33756, 1.1999999999989797E-4, 1.2000000000012001E-4, 1.2000000000012001E-4, 1.33698, 1.33776
2011-11-23 22:30:00, 1.3379400000000001, 1.33789, 1.33799, 4.300000000001525E-4, 4.2999999999993044E-4, 4.2999999999993044E-4, 1.33734, 1.33832
2011-11-23 23:00:00, 1.33798, 1.33793, 1.33803, 3.999999999981796E-5, 4.0000000000040004E-5, 4.0000000000040004E-5, 1.33754, 1.33821
2011-11-23 23:30:00, 1.33779, 1.33774, 1.33784, -1.8999999999991246E-4, -1.900000000001345E-4, -1.900000000001345E-4, 1.33760, 1.33816
2011-11-24 00:00:00, 1.33671, 1.33666, 1.33676, -0.0010799999999999699, -0.0010799999999999699, -0.0010799999999999699, 1.33639, 1.33773
2011-11-24 00:30:00, 1.3370799999999998, 1.33703, 1.33713, 3.699999999997594E-4, 3.6999999999998145E-4, 3.6999999999998145E-4, 1.33662, 1.33747
2011-11-24 01:00:00, 1.33582, 1.33577, 1.33587, -0.0012599999999998168, -0.0012600000000000389, -0.0012600000000000389, 1.33563, 1.33739
2011-11-24 01:30:00, 1.33628, 1.33623, 1.33633, 4.5999999999990493E-4, 4.60000000000127E-4, 4.60000000000127E-4, 1.33531, 1.33623
2011-11-24 02:00:00, 1.33683, 1.33678, 1.33688, 5.500000000000504E-4, 5.500000000000504E-4, 5.500000000000504E-4, 1.33606, 1.33760
2011-11-24 02:30:00, 1.3383699999999998, 1.33832, 1.33842, 0.0015399999999998748, 0.0015399999999998748, 0.0015399999999998748, 1.33669, 1.33923
2011-11-24 03:00:00, 1.3372899999999999, 1.33724, 1.33734, -0.0010799999999999699, -0.0010799999999999699, -0.0010799999999999699, 1.33703, 1.33908
2011-11-24 03:30:00, 1.3371, 1.33705, 1.33715, -1.8999999999991246E-4, -1.8999999999991246E-4, -1.8999999999991246E-4, 1.33593, 1.33765
2011-11-24 04:00:00, 1.3373400000000002, 1.33729, 1.33739, 2.4000000000024002E-4, 2.4000000000001798E-4, 2.4000000000001798E-4, 1.33659, 1.33782
2011-11-24 04:30:00, 1.3391799999999998, 1.33913, 1.33923, 0.0018399999999996197, 0.0018399999999998418, 0.0018399999999998418, 1.33730, 1.34050
2011-11-24 05:00:00, 1.3396, 1.33955, 1.33965, 4.2000000000008697E-4, 4.2000000000008697E-4, 4.2000000000008697E-4, 1.33889, 1.34103
2011-11-24 05:30:00, 1.3374700000000002, 1.33742, 1.33752, -0.002129999999999743, -0.0021299999999999653, -0.0021299999999999653, 1.33695, 1.34010
2011-11-24 06:00:00, 1.3357700000000001, 1.33572, 1.33582, -0.0017000000000000348, -0.0017000000000000348, -0.0017000000000000348, 1.33527, 1.33774
2011-11-24 06:30:00, 1.3384900000000002, 1.33844, 1.33854, 0.0027200000000000557, 0.0027200000000000557, 0.0027200000000000557, 1.33572, 1.33859
2011-11-24 07:00:00, 1.3385799999999999, 1.33853, 1.33863, 8.999999999970143E-5, 8.999999999992347E-5, 8.999999999992347E-5, 1.33773, 1.33937
2011-11-24 07:30:00, 1.3383099999999999, 1.33826, 1.33836, -2.6999999999999247E-4, -2.6999999999999247E-4, -2.6999999999999247E-4, 1.33771, 1.34082
2011-11-24 08:00:00, 1.3371499999999998, 1.3371, 1.3372, -0.0011600000000000499, -0.0011600000000000499, -0.0011600000000000499, 1.33683, 1.33912
2011-11-24 08:30:00, 1.3378700000000001, 1.33782, 1.33792, 7.20000000000276E-4, 7.200000000000539E-4, 7.200000000000539E-4, 1.33611, 1.33799
2011-11-24 09:00:00, 1.3336800000000002, 1.33363, 1.33373, -0.004189999999999916, -0.004189999999999916, -0.004189999999999916, 1.33239, 1.33851
2011-11-24 09:30:00, 1.3328699999999998, 1.33282, 1.3329199999999999, -8.100000000004215E-4, -8.100000000001994E-4, -8.100000000001994E-4, 1.33274, 1.33446
2011-11-24 10:00:00, 1.3332199999999998, 1.33317, 1.33327, 3.500000000000725E-4, 3.500000000000725E-4, 3.500000000000725E-4, 1.33182, 1.33349
2011-11-24 10:30:00, 1.33352, 1.33347, 1.33357, 3.00000000000189E-4, 2.9999999999996696E-4, 2.9999999999996696E-4, 1.33147, 1.33365
2011-11-24 11:00:00, 1.3321299999999998, 1.33208, 1.33218, -0.0013900000000002244, -0.0013900000000000023, -0.0013900000000000023, 1.33199, 1.33372
2011-11-24 11:30:00, 1.33282, 1.33277, 1.33287, 6.900000000000794E-4, 6.900000000000794E-4, 6.900000000000794E-4, 1.33199, 1.33342
